Image,Question,Answer,,,,,
Image_4178.jpg,How does the woman feel while using the phone?,She feels concerned and thoughtful.,,,,,
Image_4182.jpg,What is the woman doing with the phone while at her desk?,The woman is speaking on the phone while taking notes.,,,,,
Image_4182.jpg,How does the woman feel during the conversation?,She feels engaged and determined.,,,,,
Image_4187.jpg,What task is the man performing with his phone outdoors?,The man is texting on his phone while standing on a staircase.,,,,,
Image_4187.jpg,How does the man feel while typing his message?,He feels slightly impatient and focused.,,,,,
Image_4193.jpg,What activity is the woman engaged in with her phone?,The woman is scrolling through her phone while walking.,,,,,
Image_4193.jpg,How does the woman feel as she browses?,She feels excited and intrigued.,,,,,
Image_4195.jpg,How is the woman using the phone while lying down?,The woman is chatting on the phone in a relaxed position.,,,,,
Image_4195.jpg,How does the woman feel during the call?,She feels cheerful and carefree.,,,,,
Image_4196.jpg,What is the man doing with his earphones in the room?,The man is listening to a podcast with his earphones.,,,,,
Image_4196.jpg,How does the man feel while listening?,He feels thoughtful and calm.,,,,,
Image_4200.jpg,What is the man doing with his headphones?,The man is listening to music with his headphones.,,,,,
Image_4200.jpg,How does the man feel while listening?,He feels peaceful and content.,,,,,
Image_4206.jpg,What task is the girl performing with her earphones on?,The girl is writing notes while listening to her earphones.,,,,,
Image_4206.jpg,How does the girl feel while working?,She feels concentrated and motivated.,,,,,
Image_4219.jpg,What is the boy doing with the glass?,The boy is sipping from a glass of soda.,,,,,
Image_4219.jpg,How does the boy feel while drinking?,He feels refreshed and happy.,,,,,
Image_4221.jpg,How is the man using his headphones?,The man is resting with headphones on his head.,,,,,
Image_4221.jpg,How does the man feel while relaxing?,He feels calm and satisfied.,,,,,
Image_4226.jpg,What is the man doing with the phone and tablet?,The man is talking on the phone while typing on his tablet.,,,,,
Image_4226.jpg,How does the man feel during the task?,He feels serious and engaged.,,,,,
Image_4229.jpg,What is the girl doing with her smartphone?,The girl is carefully reading a message on her phone.,,,,,
Image_4229.jpg,How does her expression suggest she feels?,She seems concerned and thoughtful.,,,,,
Image_4253.jpg,What action is the woman taking with the cocktail?,The woman is sipping her blue cocktail slowly.,,,,,
Image_4253.jpg,What emotion is reflected on her face?,She appears confident and delighted.,,,,,
Image_4260.jpg,In what way is the woman using her device?,The woman is scrolling through her phone with interest.,,,,,
Image_4260.jpg,What mood is she displaying while browsing?,She exhibits curiosity and slight amusement.,,,,,
Image_4263.jpg,What activity does the woman engage in with her earphones?,The woman is enjoying music through her earphones.,,,,,
Image_4263.jpg,How does her posture indicate her emotion?,She looks relaxed and at peace.,,,,,
Image_4264.jpg,How is the man interacting with his phone?,The man is chatting enthusiastically on his phone.,,,,,
Image_4264.jpg,What feeling does he express while talking?,He looks joyful and energetic.,,,,,
Image_4285.jpg,What is the man doing with his earphones and phone?,The man is listening to music on his phone through earphones.,,,,,
Image_4285.jpg,How does his expression reflect his mood?,He seems focused and slightly curious.,,,,,
Image_4290.jpg,How is the girl engaging with her headphones and tablet?,The girl is holding a tablet while listening music through headphones.,,,,,
Image_4290.jpg,What emotion does her smile convey?,She appears excited and joyful.,,,,,
Image_4291.jpg,What action is the child performing with the toy phone?,The child is pretending to talk on a toy phone.,,,,,
Image_4291.jpg,How does the child’s face show their feelings?,The child looks playful and delighted.,,,,,
Image_4300.jpg,What task is the woman performing with the headset?,"The woman is speaking through a headset, possibly assisting someone.",,,,,
Image_4300.jpg,What mood does her smile suggest?,She seems friendly and confident.,,,,,
Image_4307.jpg,How is the woman interacting with her phone?,The woman is having a conversation on her phone.,,,,,
Image_4307.jpg,What emotion does her expression indicate?,She appears concerned and attentive.,,,,,
Image_4322.jpg,What is the woman doing with her headphones on?,The woman is listening to music through her headphones.,,,,,
Image_4322.jpg,How does her relaxed posture reflect her feelings?,She seems calm and content.,,,,,
Image_4324.jpg,How is the man engaging with his earphones and phone?,The man is checking messages on his phone while wearing earphones.,,,,,
Image_4324.jpg,What emotion does his focused gaze suggest?,He appears attentive and serious.,,,,,
Image_4334.jpg,What gesture is the boy making while holding his phone?,The boy is giving a thumbs-down while showing his phone.,,,,,
Image_4334.jpg,How does his gesture indicate his mood?,He looks disappointed and frustrated.,,,,,
Image_4339.jpg,What action is the girl performing with her drink?,"The girl is holding a drink with a straw, preparing to sip it.",,,,,
Image_4339.jpg,What does her smile reveal about her emotions?,She feels cheerful and relaxed.,,,,,
Image_4342.jpg,What is the woman interacting with her phone and headphones?,The woman is browsing her phone while listening through headphones.,,,,,
Image_4342.jpg,How does her expression show her emotional state?,She seems happy and engaged.,,,,,
Image_4347.jpg,What is the man doing with the mug in his hand?,The man is taking small sips from his mug.,,,,,
Image_4347.jpg,How does his demeanor suggest he feels?,He appears gentle and satisfied.,,,,,
Image_4349.jpg,How is the woman utilizing her headphones?,The woman is listening to a song with her headphones on.,,,,,
Image_4349.jpg,What emotion is evident in her joyful expression?,She looks thrilled and carefree.,,,,,
Image_4363.jpg,What task is the boy performing with his phone?,The boy is tapping the screen of his smartphone.,,,,,
Image_4363.jpg,How does his focused look reflect his mood?,He seems intrigued and absorbed.,,,,,
Image_4365.jpg,In what way is the woman using her phone?,The woman is chatting animatedly on her phone.,,,,,
Image_4365.jpg,What feeling does her bright smile convey?,She feels upbeat and friendly.,,,,,
Image_4368.jpg,What activity is the man engaged in with his headphones?,The man is enjoying music through his headphones.,,,,,
Image_4368.jpg,How does his smile indicate his emotional state?,He appears delighted and relaxed.,,,,,
Image_4378.jpg,What is the man doing with his smartphone?,The man is typing a message on his smartphone.,,,,,
Image_4378.jpg,How does his smile reflect his mood?,He appears cheerful and engaged.,,,,,
Image_4382.jpg,How is the man interacting with the glass?,The man is taking a sip of water from the glass.,,,,,
Image_4382.jpg,What emotion does his calm expression suggest?,He seems refreshed and at ease.,,,,,
Image_4386.jpg,What is the woman doing  while using her earphones?,The woman is showing a thumbs-down while using earphones.,,,,,
Image_4386.jpg,How does her facial expression indicate her feelings?,She looks annoyed and dissatisfied.,,,,,
Image_4401.jpg,In what way is the woman using her phone and earphones?,The woman is listening to music on her phone with earphones.,,,,,
Image_4401.jpg,What mood is conveyed by her thoughtful look?,She appears contemplative and relaxed.,,,,,
Image_4408.jpg,What activity is the woman performing with her phone and food?,The woman is chatting on the phone while eating a snack.,,,,,
Image_4408.jpg,How does her smile reflect her emotional state?,She feels happy and carefree.,,,,,
Image_4434.jpg,What gesture is the man making while speaking on the phone?,The man is giving a thumbs-up while talking on the phone.,,,,,
Image_4434.jpg,How does his smile reflect his feelings?,He appears confident and pleased.,,,,,
Image_4437.jpg,How is the woman using the phone in her hand?,The woman is holding a desk phone to her ear and speaking.,,,,,
Image_4437.jpg,What emotion does her focused posture suggest?,She seems attentive and professional.,,,,,
Image_4438.jpg,What is the woman doing with her tablet and earphones?,The woman is watching on her tablet while listening through earphones.,,,,,
Image_4438.jpg,How does her relaxed demeanor indicate her mood?,She looks content and immersed.,,,,,
Image_4454.jpg,In what way is the girl engaging with her headphones?,The girl is stretching her arms while wearing headphones.,,,,,
Image_4454.jpg,What does her joyful expression reveal about her emotions?,She feels happy and energized.,,,,,
Image_4459.jpg,Is the woman holding the phone to her ear?,"Yes, the woman is holding the phone to her ear.",,,,,
Image_4459.jpg,How does her smile reflect her mood?,Her smile reflects that she feels happy and engaged.,,,,,
Image_4467.jpg,What is the man doing with his headphones and controller?,The man is playing a game while wearing headphones.,,,,,
Image_4467.jpg,What emotion does his focused expression suggest?,His focused expression suggests he feels concentrated and excited.,,,,,
Image_4468.jpg,Is the girl adjusting her headphones?,"Yes, the girl is adjusting her headphones.",,,,,
Image_4468.jpg,What does her playful face indicate about her feelings?,Her playful face indicates that she feels amused and joyful.,,,,,
Image_4471.jpg,How is the man interacting with his headphones?,The man is listening to audio through his headphones.,,,,,
Image_4471.jpg,What mood is conveyed by his relaxed look?,His relaxed look conveys that he feels calm and content.,,,,,
Image_4475.jpg,Is the man sipping from the water bottle?,"Yes, the man is sipping from the water bottle.",,,,,
Image_4475.jpg,How does his satisfied expression reflect his emotional state?,His satisfied expression reflects that he feels relieved and refreshed.,,,,,
Image_4476.jpg,Is the man holding the phone with both hands?,"No, the man is holding the phone with one hand.",,,,,
Image_4476.jpg,How does his attentive look reflect his mood?,His attentive look reflects that he feels focused and serious.,,,,,
Image_4479.jpg,What is the woman doing with her phone?,The woman is having a conversation on her phone.,,,,,
Image_4479.jpg,What emotion does her bright smile suggest?,Her bright smile suggests that she feels cheerful and excited.,,,,,
Image_4480.jpg,How is the woman interacting with the glass?,The woman is sipping water from the glass.,,,,,
Image_4480.jpg,What does her confident posture reveal about her emotions?,Her confident posture reveals that she feels refreshed and self-assured.,,,,,
Image_4513.jpg,Is the woman wearing headphones over her ears?,"Yes, the woman is wearing headphones over her ears.",,,,,
Image_4513.jpg,What mood does her calm demeanor suggest?,Her calm demeanor suggests that she feels peaceful and content.,,,,,
Image_4515.jpg,What action is the man performing with the phone?,The man is talking on the phone enthusiastically.,,,,,
